date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:28	155252/155252	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2014:02:00%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-img1.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-img1.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	77260/77260	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2014:06:18%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-img2.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-img2.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	84294/84294	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2014:06:42%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-img3.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-img3.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	44045/44045	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2014:07:34%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-img4.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-img4.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	57374/57374	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2014:08:00%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-img5.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-img5.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	93244/93244	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2015:28:36%20GMT	https://html.designingmedia.com/folioflix/assets/image/tastimonials-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/tastimonials-img.png	(from https://html.designingmedia.com/folioflix/)
10:46:29	1414/1414	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Feb%202022%2013:32:32%20GMT	https://html.designingmedia.com/folioflix/assets/image/comma-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/comma-icon.png	(from https://html.designingmedia.com/folioflix/)
10:46:30	151276/151276	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:01:22%20GMT	https://html.designingmedia.com/folioflix/assets/image/blog-img-1.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/blog-img-1.png	(from https://html.designingmedia.com/folioflix/)
10:46:30	117486/117486	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:01:34%20GMT	https://html.designingmedia.com/folioflix/assets/image/blog-img-2.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/blog-img-2.png	(from https://html.designingmedia.com/folioflix/)
10:46:30	1827/1827	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:49:16%20GMT	https://html.designingmedia.com/folioflix/assets/image/location-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/location-icon.png	(from https://html.designingmedia.com/folioflix/)
10:46:30	108655/108655	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:01:44%20GMT	https://html.designingmedia.com/folioflix/assets/image/blog-img-3.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/blog-img-3.png	(from https://html.designingmedia.com/folioflix/)
10:46:30	1265/1265	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:49:44%20GMT	https://html.designingmedia.com/folioflix/assets/image/message-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/message-icon.png	(from https://html.designingmedia.com/folioflix/)
10:46:31	1773/1773	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2010:49:30%20GMT	https://html.designingmedia.com/folioflix/assets/image/phone-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/phone-icon.png	(from https://html.designingmedia.com/folioflix/)
10:46:31	2546/2546	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2011:33:52%20GMT	https://html.designingmedia.com/folioflix/assets/image/footer-logo.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/footer-logo.png	(from https://html.designingmedia.com/folioflix/)
10:46:31	82222/82222	---M--	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2011:31:56%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img1.jfif	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img1.html	(from https://html.designingmedia.com/folioflix/)
10:46:32	79438/79438	---M--	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2011:50:02%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img2.jfif	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img2.html	(from https://html.designingmedia.com/folioflix/)
10:46:32	22520/22520	---M--	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2011:44:42%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img4.jfif	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img4.html	(from https://html.designingmedia.com/folioflix/)
10:46:32	52553/52553	---M--	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2011:41:02%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img3.jfif	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img3.html	(from https://html.designingmedia.com/folioflix/)
10:46:32	136150/136150	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Mar%202022%2017:00:42%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img5.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img5.png	(from https://html.designingmedia.com/folioflix/)
10:46:32	99657/99657	---M--	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2011:48:42%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-model-img5.jfif	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-model-img5.html	(from https://html.designingmedia.com/folioflix/)
10:49:08	12165192/12165192	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2010:57:52%20GMT	https://html.designingmedia.com/folioflix/assets/image/web-development-model-img.jpg	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/web-development-model-img.jpg	(from https://html.designingmedia.com/folioflix/)
10:49:28	14072971/14072971	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2010:58:02%20GMT	https://html.designingmedia.com/folioflix/assets/image/ui-ux-model-img.jpg	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/ui-ux-model-img.jpg	(from https://html.designingmedia.com/folioflix/)
10:50:46	20105784/20105784	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2010:57:58%20GMT	https://html.designingmedia.com/folioflix/assets/image/web-designer-model-img.jpg	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/web-designer-model-img.jpg	(from https://html.designingmedia.com/folioflix/)
10:50:47	16405/16405	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Nov%202021%2018:40:34%20GMT	https://html.designingmedia.com/folioflix/assets/js/wow.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/wow.js	(from https://html.designingmedia.com/folioflix/)
10:50:49	89501/89501	---M--	200	added ('OK')	application/javascript	date:Wed,%2005%20Jan%202022%2016:05:26%20GMT	https://html.designingmedia.com/folioflix/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/jquery-3.6.0.min.js	(from https://html.designingmedia.com/folioflix/)
10:50:49	38269/38269	---M-Z	200	added ('OK')	application/javascript	etag:%22011774d033d21:0%22	https://ajax.aspnetcdn.com/ajax/jquery.validate/1.9/jquery.validate.js	C:/My%20Web%20Sites/5/ajax.aspnetcdn.com/ajax/jquery.validate/1.9/jquery.validate.js	(from https://html.designingmedia.com/folioflix/)
10:50:50	19188/19188	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Nov%202021%2020:09:38%20GMT	https://html.designingmedia.com/folioflix/assets/js/popper.min.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/popper.min.js	(from https://html.designingmedia.com/folioflix/)
10:50:51	48944/48944	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Nov%202021%2020:09:42%20GMT	https://html.designingmedia.com/folioflix/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/bootstrap.min.js	(from https://html.designingmedia.com/folioflix/)
10:50:52	3164/3164	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2016:57:10%20GMT	https://html.designingmedia.com/folioflix/assets/js/custom-script.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/custom-script.js	(from https://html.designingmedia.com/folioflix/)
10:50:52	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2002%20Aug%202022%2003:50:53%20GMT	https://html.designingmedia.com/folioflix/assets/image/cv-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/cv-img.png	(from https://html.designingmedia.com/folioflix/)
10:50:53	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2002%20Aug%202022%2003:50:54%20GMT	https://html.designingmedia.com/folioflix/test-image.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/test-image.31.delayed	(from https://html.designingmedia.com/folioflix/)
10:50:54	1136/1136	---M--	200	added ('OK')	application/javascript	date:Fri,%2001%20Apr%202022%2010:20:49%20GMT	https://html.designingmedia.com/folioflix/assets/js/contact-form.js	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/js/contact-form.js	(from https://html.designingmedia.com/folioflix/)
10:50:54	2437/2437	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Feb%202022%2016:31:50%20GMT	https://html.designingmedia.com/folioflix/assets/image/curn-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/curn-icon.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:55	2606/2606	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Feb%202022%2016:35:18%20GMT	https://html.designingmedia.com/folioflix/assets/image/triangle-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/triangle-icon.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:55	2563/2563	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Feb%202022%2016:40:14%20GMT	https://html.designingmedia.com/folioflix/assets/image/half-circle.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/half-circle.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:55	3862/3862	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Mar%202022%2014:24:12%20GMT	https://html.designingmedia.com/folioflix/assets/image/circle-bg-left-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/circle-bg-left-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:55	2563/2563	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Mar%202022%2014:26:54%20GMT	https://html.designingmedia.com/folioflix/assets/image/half-circle-left-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/half-circle-left-icon.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:56	2547/2547	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2011:24:12%20GMT	https://html.designingmedia.com/folioflix/assets/image/corn-left-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/corn-left-icon.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:57	35218/35218	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2016:58:48%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-left-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-left-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:57	29816/29816	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2016:57:44%20GMT	https://html.designingmedia.com/folioflix/assets/image/portfolio-right-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/portfolio-right-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:58	3906/3906	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Mar%202022%2014:23:28%20GMT	https://html.designingmedia.com/folioflix/assets/image/circle-bg-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/circle-bg-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:58	2485/2485	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Mar%202022%2014:34:50%20GMT	https://html.designingmedia.com/folioflix/assets/image/half-circle-right-icon.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/half-circle-right-icon.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:58	15021/15021	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2012:05:20%20GMT	https://html.designingmedia.com/folioflix/assets/image/footer-left-dotted-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/footer-left-dotted-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:50:58	15889/15889	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2012:04:22%20GMT	https://html.designingmedia.com/folioflix/assets/image/footer-dotted-right-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/footer-dotted-right-img.png	(from https://html.designingmedia.com/folioflix/assets/css/style.css)
10:51:10	11663255/11663255	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2010:56:08%20GMT	https://html.designingmedia.com/folioflix/assets/image/blog-model-img2.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/blog-model-img2.png	(from https://html.designingmedia.com/folioflix/)
10:51:26	17627019/17627019	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2010:47:50%20GMT	https://html.designingmedia.com/folioflix/assets/image/blog-model-img1.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/blog-model-img1.png	(from https://html.designingmedia.com/folioflix/)
10:51:43	32374994/32374994	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Feb%202022%2010:57:48%20GMT	https://html.designingmedia.com/folioflix/assets/image/App-development-model-img.JPG	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/App-development-model-img.jpg	(from https://html.designingmedia.com/folioflix/)
10:51:44	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2002%20Aug%202022%2003:51:45%20GMT	https://html.designingmedia.com/folioflix/assets/image/cv-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/cv-img.html	(from https://html.designingmedia.com/folioflix/)
10:51:44	0/-1	---M--	500	error ('')			https://html.designingmedia.com/folioflix/test-image.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/test-image.html	(from https://html.designingmedia.com/folioflix/)
10:51:45	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2002%20Aug%202022%2003:51:46%20GMT	https://html.designingmedia.com/folioflix/assets/image/cv-img.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/assets/image/cv-img.html	(from https://html.designingmedia.com/folioflix/)
10:51:45	0/-1	---M--	500	error ('')			https://html.designingmedia.com/folioflix/test-image.png	C:/My%20Web%20Sites/5/html.designingmedia.com/folioflix/test-image.html	(from https://html.designingmedia.com/folioflix/)
